LEGO,Theme,Set Number,Set Name,Release Date,Minifigures,Piece Count,MSRP,PPP,PPM,Dahlen,,,,Garrett,Mom,Dad,,
,,,,,,,,,,Owned,Collected,Complete,Rebuilt,Owned,Owned,Owned,,
TRUE,Agents,8631,Mission 1: Jetpack Pursuit,2008,2,78,$9.99,$0.13,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Agents,8634,Mission 5: Turbocar Chase,2008,3,468,$49.99,$0.11,$16.66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Agents,8967,Gold Tooth's Getaway,2009,2,59,$9.99,$0.17,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Alien Conquest,7050,Alien Defender,2011,2,97,$9.99,$0.10,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Alien Conquest,7049,Alien Striker,2011,2,34,$4.99,$0.15,$2.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Alien Conquest,7051,Tripod Invader,2011,2,159,$19.99,$0.13,$10.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Architecture,21002,Empire State Building,2009,0,77,$19.99,$0.26,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Architecture,21005,Fallingwater,2009,0,811,$99.99,$0.12,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Architecture,21003,Seattle Space Needle,2009,0,57,$19.99,$0.35,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Architecture,21006,The White House,2010,0,560,$49.99,$0.09,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Atlantis,8061,Gateway of the Squid,2010,3,337,$39.99,$0.12,$13.33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Atlantis,30042,Mini Sub Polybag,2010,1,30,$3.99,$0.13,$3.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Atlantis,8056,Monster Crab Clash,2010,1,62,$6.99,$0.11,$6.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Atlantis,8059,Seabed Scavenger,2010,2,109,$14.99,$0.14,$7.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Atlantis,8057,Wreck Raider,2010,2,55,$9.99,$0.18,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Atlantis,7976,Ocean Speeder,2011,1,47,$4.99,$0.11,$4.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Brick Sketches,40386,Batman,2020,0,115,$16.99,$0.15,-,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Brick Sketches,40428,The Joker,2020,0,170,$16.99,$0.10,-,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,BrickHeadz,41589,Captain America,2017,0,79,$9.99,$0.13,-,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,BrickHeadz,41487,Lloyd,2017,0,102,$9.99,$0.10,-,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,BrickHeadz,41605,Thanos,2018,0,105,$9.99,$0.10,-,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,BrickHeadz,40539,Ahsoka Tano,2022,0,164,$9.99,$0.06,-,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,7948,Outpost Attack,2010,3,181,$19.99,$0.11,$6.66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,7949,Prison Carriage Rescue,2010,3,37,$9.99,$0.27,$3.33,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,6918,Blacksmith Attack,2011,2,95,$9.99,$0.11,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,70400,Forest Ambush,2013,4,74,$11.99,$0.16,$3.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,70404,King's Castle,2013,7,961,$99.99,$0.10,$14.28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,850889,Castle Dragons Accessory Set Blister Pack,2014,4,24,$14.99,$0.62,$3.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Castle,5004419,Classic Knights Minifigure,2016,1,41,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60047,Police Station,2014,7,823,$99.99,$0.12,$14.28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60253,Ice Cream Truck,2020,2,192,$19.99,$0.10,$10.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60283,Holiday Camper Van,2021,3,179,$19.99,$0.11,$6.66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60383,Electric Sports Car,2023,1,91,$9.99,$0.11,$9.99,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60384,Penguin Slushy Van,2023,2,186,$19.99,$0.11,$10.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60386,Recycling Truck,2023,3,249,$29.99,$0.12,$10.00,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
TRUE,City,60404,Burger Truck,2024,2,186,$19.99,$0.11,$10.00,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
TRUE,City,60452,Donut Truck,2025,2,196,$19.99,$0.10,$10.00,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
TRUE,Creator,31012,Family House,2013,2,748,$69.99,$0.09,$35.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Creator,31109,Pirate Ship,2020,4,1242,$119.99,$0.10,$30.00,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
TRUE,Creator,31120,Midieval Castle ,2021,4,1408,$99.99,$0.07,$25.00,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
TRUE,Creator,31134,Space Shuttle,2023,0,144,$9.99,$0.07,-,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Creator,31153,Modern House,2024,2,931,$99.99,$0.11,$50.00,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
TRUE,Creator,30670,Santa's Sleigh Ride Polybag,2024,0,73,$4.99,$0.07,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,30160,Batman: Jet Surfer Polybag,2012,1,35,$4.99,$0.14,$4.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,6864,Batmobile and the Two-Face Chase,2012,5,510,$49.99,$0.10,$10.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,6858,Catwoman Catcycle City Chase,2012,2,72,$12.99,$0.18,$6.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30164,Lex Luthor Polybag,2012,1,10,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,6862,Superman vs. Power Armor Lex,2012,3,195,$19.99,$0.10,$6.66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,6860,The Batcave,2012,5,669,$69.99,$0.10,$14.00,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,6857,The Dynamic Duo Funhouse Escape,2012,5,358,$39.99,$0.11,$8.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76000,Arctic Batman vs. Mr. Freeze: Aquaman on Ice,2013,3,184,$19.99,$0.11,$6.66,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30166,Robin and Redbird Cycle Polybag,2013,1,35,$4.99,$0.14,$4.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,76002,Superman: Metropolis Showdown,2013,2,110,$12.99,$0.12,$6.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76011,Batman: Man-Bat Attack,2014,3,171,$19.99,$0.12,$6.66,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76013,Batman: The Joker Steam Roller,2014,5,463,$49.99,$0.11,$10.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76010,Batman: The Penguin Faceoff,2014,2,125,$12.99,$0.10,$6.50,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,5004081,Plastic Man,2014,1,0,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,76040,Brainiac Attack,2015,4,161,$24.99,$0.16,$6.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76025,Green Lantern vs. Sinestro,2015,3,158,$19.99,$0.13,$6.66,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76035,Jokerland,2015,8,1003,$119.99,$0.12,$15.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76034,The Batboat Harbor Pursuit,2015,3,251,$29.99,$0.12,$10.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30303,The Joker Bumper Car Polybag,2015,1,43,$3.99,$0.09,$3.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,76054,Batman: Scarecrow Harvest of Fear,2016,5,539,$59.99,$0.11,$12.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76044,Clash of the Heroes,2016,2,81,$12.99,$0.16,$6.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,76053,Gotham City Cycle Chase,2016,3,211,$19.99,$0.09,$6.66,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76062,Mighty Micros: Robin vs. Bane,2016,2,69,$9.99,$0.14,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76063,Mighty Micros: The Flash vs. Captain Cold,2016,2,80,$9.99,$0.12,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30606,Nightwing Polybag,2016,1,2,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76085,Battle of Atlantis,2017,4,179,$19.99,$0.11,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,11914,Build Your Own Adventure,2017,1,80,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,853651,Gotham City Police Department Pack Blister Pack,2017,3,19,$12.99,$0.68,$4.33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76068,Mighty Micros: Superman vs. Bizarro,2017,2,83,$9.99,$0.12,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76070,Mighty Micros: Wonder Woman vs. Doomsday,2017,2,75,$9.99,$0.13,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,70901,Mr. Freeze Ice Attack,2017,3,183,$19.99,$0.11,$6.66,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,70905,The Batmobile,2017,5,560,$59.99,$0.11,$12.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30521,The Mini Batmobile Polybag,2017,0,68,$4.99,$0.07,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,30524,The Mini Batwing Polybag,2017,0,80,$4.99,$0.06,-,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76111,Batman: Brother Eye Takedown,2018,3,255,$29.99,$0.12,$10.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30617,Green Lantern Jessica Cruz Polybag,2018,1,0,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76097,Lex Luthor Mech Takedown,2018,5,386,$39.99,$0.10,$8.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,30614,Lex Luthor Polybag,2018,1,0,$0.00,$0.00,$0.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76093,Mighty Micros: Nightwing vs. The Joker,2018,2,76,$9.99,$0.13,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76096,Superman & Krypto Team-Up,2018,2,190,$19.99,$0.11,$10.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,70919,The Justice League Anniversary Party,2018,4,244,$29.99,$0.12,$7.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76159,Joker's Trike Chase,2020,4,422,$49.99,$0.12,$12.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,76179,Batman & Selina Kyle Motorcycle Pursuit,2021,2,140,$14.99,$0.11,$7.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76188,Batman Classic TV Series Batmobile,2021,2,336,$29.99,$0.09,$15.00,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,76181,Batmobile: The Penguin Chase,2021,2,383,$29.99,$0.08,$15.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,DC,76238,Classic TV Series Batman Cowl,2021,0,372,$59.99,$0.16,-,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,
FALSE,DC,30653,Batman 1992 Polybag,2023,1,36,$4.99,$0.14,$4.99,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,
FALSE,DC,30653,Batman 1992 Polybag,2023,1,36,$4.99,$0.14,$4.99,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
FALSE,DC,76224,Batmobile: Batman vs. The Joker Chase,2023,2,429,$47.99,$0.11,$24.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
FALSE,DC,76265,Batwing: Batman vs. The Joker,2023,2,348,$37.99,$0.11,$19.00,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,
FALSE,DC,76274,Batman with the Batmobile vs. Harley Quinn and Mr. Freeze,2024,3,422,$59.99,$0.14,$20.00,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,
TRUE,Dino,5882,Ambush Attack,2012,1,76,$11.99,$0.16,$11.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Dino,5884,Raptor Chase,2012,2,251,$29.99,$0.12,$15.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Friends,3061,City Park Cafe,2012,2,214,$34.99,$0.16,$17.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Friends,3931,Emma's Splash Pool,2012,1,39,$5.99,$0.15,$5.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Galaxy Squad,70700,Space Swarmer,2013,2,80,$11.99,$0.15,$6.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Galaxy Squad,70701,Swarm Interceptor,2013,2,207,$19.99,$0.10,$10.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Games,3844,Creationary,2009,2,335,$34.99,$0.10,$17.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Games,3838,Lava Dragon,2009,4,132,$14.99,$0.11,$3.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Games,3841,Minitaurus,2009,12,212,$24.99,$0.12,$2.08,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Games,3840,Pirate Code,2009,1,263,$9.99,$0.04,$9.99,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Games,3847,Magma Monster,2010,4,91,$14.99,$0.16,$3.75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Games,3861,Lego Champion,2011,8,208,$34.99,$0.17,$4.37,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Harry Potter,4736,Freeing Dobby,2010,3,61,$10.99,$0.18,$3.66,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,4738,Hagrid's Hut (3rd Edition),2010,4,427,$39.99,$0.09,$10.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,4737,Quidditch Match,2010,5,128,$19.99,$0.16,$4.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,4840,The Burrow,2010,6,544,$59.99,$0.11,$10.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,4867,Hogwarts,2011,7,433,$49.99,$0.12,$7.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,4865,The Forbidden Forest,2011,4,49,$11.99,$0.24,$3.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,4866,The Knight Bus,2011,3,269,$34.99,$0.13,$11.66,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,30111,The Lab Polybag,2011,1,30,$3.99,$0.13,$3.99,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,30110,Trolley Polybag,2011,1,18,$4.99,$0.28,$4.99,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,75950,Aragog's Lair,2018,2,149,$14.99,$0.10,$7.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Harry Potter,75954,Hogwarts Great Hall,2018,10,835,$99.99,$0.12,$10.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,9472,Attack on Weathertop,2012,5,406,$59.99,$0.15,$12.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,79004,Barrel Escape,2012,5,313,$39.99,$0.13,$8.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,79001,Escape from Mirkwood Spiders,2012,4,280,$29.99,$0.11,$7.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,9469,Gandalf Arrives,2012,2,73,$12.99,$0.18,$6.50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,30212,Mirkwood Elf Guard Polybag,2012,1,22,$4.99,$0.23,$4.99,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,79000,Riddles for the Ring,2012,2,98,$9.99,$0.10,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,9470,Shelob Attacks,2012,3,214,$19.99,$0.09,$6.66,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,9471,Uruk-hai Army,2012,6,229,$29.99,$0.13,$5.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,79006,The Council of Elrond,2013,4,225,$29.99,$0.13,$7.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
FALSE,Hobbit/ LOTR,30215,Legolas Greenleaf Polybag,2014,1,29,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Holidays,40165,Wedding Favor Set,2016,2,81,$9.99,$0.12,$5.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
TRUE,Holidays,40702,Christmas Picture Frame,2024,0,209,$0.00,$0.00,-,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,
TRUE,Ideas,21108,Ghostbusters Ecto-1,2014,4,440,$49.99,$0.11,$12.50,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
TRUE,Ideas,21319,FRIENDS Central Perk,2019,7,1042,$59.99,$0.06,$8.57,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
TRUE,Ideas,21328,Seinfeld,2021,5,1306,$79.99,$0.06,$16.00,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,
